,PromptTokens,DecodeTokens,UserID,ArrivalTime
839688,7900,199,251185,88
839689,15067,632,251185,88
839690,13722,211,251185,88
839691,45480,4000,761400,88
839692,15927,204,251185,88
839693,12140,578,251185,88
839694,13721,184,251185,88
839695,11439,151,251185,88
839696,6888,313,251185,88
839697,13492,186,251185,88
839698,7463,88,251185,88
839699,10428,471,251185,88
839700,16178,918,251185,88
839701,8361,80,251185,88
839702,12364,411,251185,88
839703,14459,251,251185,88
839704,13583,407,251185,88
839705,10780,188,251185,88
839706,7755,66,251185,88
839707,14456,975,251185,88
839708,8769,515,251185,88
839709,9825,473,251185,88
839710,7509,68,251185,88
839711,10638,157,251185,88
839712,97967,4000,761400,88
839713,14461,151,251185,88
839714,5643,272,251185,88
839715,19409,317,251185,88
839716,17043,676,251185,88
839717,9938,635,251185,88
839718,5570,245,251185,88
839719,4220,171,251185,89
839720,4217,180,251185,89
839721,12228,287,251185,89
839722,19900,132,251185,89
839723,11296,287,251185,89
839724,2607,532,761399,89
839725,2341,124,251185,89
839726,9148,399,251185,89
839727,5866,163,251185,89
839728,9943,464,251185,89
839729,19409,343,251185,89
839730,1778,287,761399,89
839731,12329,150,251185,89
839732,1692,508,761399,89
839733,6894,190,251185,89
839734,10863,653,251185,89
839735,24975,130,251185,89
839736,5618,210,251185,89
839737,12098,196,251185,89
839738,11876,658,251185,89
839739,19435,355,251185,89
839740,9546,216,251185,89
839741,12981,168,251185,89
839742,5463,208,251185,89
839743,18739,169,251185,89
839744,7940,92,251185,89
839745,8166,74,251185,89
839746,7704,73,251185,89
839747,5558,151,251185,89
839748,13729,200,251185,89
839749,4216,231,251185,89
839750,8715,75,251185,89
839751,11298,285,251185,89
839752,5947,222,251185,89
839753,12651,478,251185,89
839754,11071,610,251185,89
839755,19099,144,251185,89
839756,9573,238,251185,89
839757,13576,434,251185,89
839758,14985,172,251185,89
839759,12106,266,251185,89
839760,14456,219,251185,89
839761,19399,401,251185,89
839762,14226,231,251185,89
839763,20165,660,251185,89
839764,11495,530,251185,89
839765,13500,409,251185,89
839766,5501,224,251185,89
839767,15567,416,251185,89
839768,2795,222,251185,89
839769,4265,175,251185,89
839770,4161,188,251185,89
839771,4266,231,251185,89
839772,13583,445,251185,89
839773,9435,165,251185,89
839774,19096,142,251185,89
839775,16204,445,251185,89
839776,2431,156,251185,89
839777,13716,149,251185,89
839778,3458,266,251185,89
839779,12660,414,251185,89
839780,13726,173,251185,89
839781,15937,229,251185,89
839782,6896,194,251185,89
839783,8788,169,251185,89
839784,23899,146,251185,89
839785,12571,792,251185,89
839786,5917,178,251185,89
839787,13611,309,251185,89
839788,1346,398,761399,89
839789,19422,271,251185,89
839790,13611,454,251185,89
839791,7126,404,251185,89
839792,23894,193,251185,89
839793,12592,353,251185,89
839794,13724,190,251185,89
839795,15742,258,251185,89
839796,13068,660,251185,89
839797,6822,757,251185,89
839798,13716,178,251185,89
839799,22225,869,251185,89
839800,19910,139,251185,89
839801,20755,188,251185,89
839802,10657,201,251185,89
839803,20767,178,251185,89
839804,19411,190,251185,89
839805,11828,212,251185,89
839806,8794,193,251185,89
839807,8047,146,251185,89
839808,23688,150,251185,89
839809,18733,273,251185,89
839810,4269,175,251185,89
839811,6819,561,251185,89
839812,1598,686,761399,89
839813,10210,530,251185,89
839814,6818,833,251185,89
839815,7703,103,251185,89
839816,13700,283,251185,89
839817,5628,164,251185,89
839818,13725,219,251185,89
839819,8266,121,251185,89
839820,19907,156,251185,89
839821,14986,190,251185,89
839822,5930,217,251185,89
839823,4222,168,251185,89
839824,5947,245,251185,89
839825,23876,194,251185,90
839826,8788,133,251185,90
839827,5463,130,251185,90
839828,12995,211,251185,90
839829,23685,121,251185,90
839830,5874,125,251185,90
839831,11292,348,251185,90
839832,7717,93,251185,90
839833,8064,200,251185,90
839834,23875,205,251185,90
839835,11816,733,251185,90
839836,5562,144,251185,90
839837,14211,558,251185,90
839838,23904,192,251185,90
839839,6888,285,251185,90
839840,22359,183,251185,90
839841,11292,213,251185,90
839842,23899,120,251185,90
839843,15747,276,251185,90
839844,15561,214,251185,90
839845,11493,348,251185,90
839846,13065,543,251185,90
839847,4244,212,251185,90
839848,9577,199,251185,90
839849,17291,762,251185,90
839850,5871,143,251185,90
839851,8792,802,251185,90
839852,14460,257,251185,90
839853,13723,254,251185,90
839854,14981,97,251185,90
839855,11523,3000,251185,90
839856,12988,425,251185,90
839857,14453,149,251185,90
839858,9558,157,251185,90
839859,9449,196,251185,90
839860,9575,534,251185,90
839861,10800,410,251185,90
839862,5861,109,251185,90
839863,15566,301,251185,90
839864,15566,296,251185,90
839865,8790,407,251185,90
839866,9558,428,251185,90
839867,5953,444,251185,90
839868,5871,170,251185,90
839869,10822,379,251185,90
839870,12983,502,251185,90
839871,8092,241,251185,90
839872,23880,96,251185,90
839873,4211,153,251185,90
839874,5882,161,251185,90
839875,19910,139,251185,90
839876,38186,4000,761400,90
839877,2142,618,761399,90
839878,6825,668,251185,90
839879,4202,594,251185,90
839880,13524,576,251185,90
839881,9468,1163,251185,90
839882,34194,3998,761400,90
839883,13066,537,251185,90
839884,8016,494,251185,90
839885,1585,732,761399,90
839886,8011,288,251185,90
839887,19420,325,251185,90
839888,16900,925,251185,90
839889,5457,287,251185,90
839890,4273,175,251185,90
839891,10320,502,251185,90
839892,12992,442,251185,90
839893,17928,1236,251185,90
839894,22370,158,251185,90
839895,9170,584,251185,90
839896,14468,213,251185,90
839897,12327,332,251185,90
839898,23678,211,251185,91
839899,14228,195,251185,91
839900,10419,462,251185,91
839901,9555,244,251185,91
839902,12600,804,251185,91
839903,16265,684,251185,91
839904,8779,398,251185,91
839905,8065,244,251185,91
839906,18734,334,251185,91
839907,5461,372,251185,91
839908,6165,324,251185,91
839909,12274,302,251185,91
839910,16180,650,251185,91
839911,3460,131,251185,91
839912,11298,223,251185,91
839913,19399,278,251185,91
839914,12987,392,251185,91
839915,21117,1031,251185,91
839916,13069,458,251185,91
839917,13045,406,251185,91
839918,4275,239,251185,91
839919,14981,147,251185,91
839920,6145,539,251185,91
839921,13618,533,251185,91
839922,20772,269,251185,91
839923,19438,321,251185,91
839924,14455,302,251185,91
839925,5934,218,251185,91
839926,3465,331,251185,91
839927,4204,639,251185,91
839928,23689,424,251185,91
839929,20765,208,251185,91
839930,14240,256,251185,91
839931,19092,116,251185,91
839932,12232,439,251185,91
839933,8791,152,251185,91
839934,8076,191,251185,91
839935,11265,471,251185,91
839936,1324,324,761399,91
839937,10817,407,251185,91
839938,23874,138,251185,91
839939,13601,478,251185,91
839940,3476,208,251185,91
839941,20754,180,251185,91
839942,5866,260,251185,91
839943,12985,551,251185,91
839944,23702,390,251185,91
839945,9812,568,251185,91
839946,16177,996,251185,91
839947,6676,1293,251185,91
839948,14984,299,251185,92
839949,22222,927,251185,92
839950,14452,358,251185,92
839951,8841,497,251185,92
839952,3460,241,251185,92
839953,4271,159,251185,92
839954,1589,529,761399,92
839955,14230,232,251185,92
839956,11246,633,251185,92
839957,11255,678,251185,92
839958,23903,157,251185,92
839959,13566,574,251185,92
839960,15568,388,251185,92
839961,10417,552,251185,92
839962,10539,356,251185,92
839963,8259,3000,251185,92
839964,12209,467,251185,92
839965,15566,289,251185,92
839966,20756,156,251185,92
839967,14243,215,251185,92
839968,5462,445,251185,92
839969,9551,192,251185,92
839970,7485,574,251185,92
839971,12284,365,251185,92
839972,12221,443,251185,92
839973,15560,357,251185,92
839974,14465,464,251185,92
839975,22225,939,251185,92
839976,9562,254,251185,92
839977,1647,711,761399,92
839978,23411,1105,251185,92
839979,14994,392,251185,92
839980,14227,204,251185,92
839981,5463,251,251185,92
839982,12309,230,251185,92
839983,20756,334,251185,93
839984,33079,4000,761400,93
839985,9567,156,251185,93
839986,16883,1109,251185,93
839987,20702,673,251185,93
839988,15003,310,251185,93
839989,22371,183,251185,93
839990,17938,1136,251185,93
839991,17285,1039,251185,93
839992,79387,4000,761400,93
839993,23878,315,251185,93
839994,34724,3996,761400,93
839995,15703,475,251185,93
839996,9571,186,251185,93
839997,14237,172,251185,93
839998,6114,425,251185,93
839999,15000,388,251185,93
840000,12777,2068,251185,93
840001,15560,526,251185,93
840002,35003,4000,761400,93
840003,6132,619,251185,93
840004,16172,933,251185,93
840005,14226,300,251185,93
840006,22370,393,251185,93
840007,15024,2215,251185,93
840008,39507,4000,761400,93
840009,4121,168,251185,94
840010,19609,648,251185,94
840011,12725,132,251185,94
840012,20175,1258,251185,94
840013,8270,191,251185,94
840014,13498,818,251185,94
840015,11263,657,251185,94
840016,19412,396,251185,94
840017,12229,607,251185,94
840018,32261,4000,761400,94
840019,5461,400,251185,94
840020,9028,2000,761402,94
840021,16171,1099,251185,94
840022,11246,699,251185,94
840023,11245,821,251185,94
840024,2094,608,761399,94
840025,16178,918,251185,94
840026,8793,528,251185,94
840027,66842,4000,761400,95
840028,40979,4000,761400,95
840029,14467,428,251185,95
840030,17931,1252,251185,95
840031,16176,508,251185,95
840032,14986,416,251185,95
840033,12594,1364,251185,95
840034,11272,2125,251185,95
840035,14984,391,251185,95
840036,31020,4000,761400,95
840037,5601,133,251185,95
840038,6512,2888,251185,95
840039,13578,3000,251185,96
840040,20184,1124,251185,96
840041,30299,4000,761400,96
840042,12269,493,251185,96
840043,7661,310,251185,97
840044,13581,517,251185,97
840045,9823,1933,251185,97
840046,32950,4000,761400,97
840047,15566,476,251185,97
840048,12691,1065,251185,97
840049,15000,431,251185,97
840050,39283,4000,761400,97
840051,19267,3000,251185,97
840052,8647,2763,251185,97
840053,453,16,761408,97
840054,8599,2173,251185,97
840055,17936,1351,251185,97
840056,20182,1249,251185,98
840057,11295,1830,251185,98
840058,12591,1849,251185,98
840059,29627,4000,761400,98
840060,41611,4000,761400,98
840061,22087,851,251185,99
840062,52473,4000,761400,99
840063,62660,4000,761400,99
840064,29992,4000,761400,99
840065,10878,1549,251185,99
840066,55391,4000,761400,99
840067,12126,3000,251185,100
840068,38842,4000,761400,100
840069,15339,3000,251185,100
840070,1722,331,761399,100
840071,5472,360,251185,101
840072,20380,3000,251185,101
840073,1457,333,761399,101
840074,9182,3000,251185,101
840075,12585,2104,251185,101
840076,1250,167,761399,102
840077,49816,4000,761400,102
840078,12592,2143,251185,102
840079,12240,341,251185,102
840080,39725,4000,761400,102
840081,17950,1859,251185,102
840082,34847,4000,761400,102
840083,2392,74,251185,102
840084,2392,93,251185,102
840085,22075,984,251185,103
840086,34194,4000,761400,103
840087,2150,579,761399,103
840088,32215,4000,761400,103
840089,1796,422,761399,103
840090,10671,163,251185,103
840091,24980,214,251185,103
840092,10663,261,251185,104
840093,10660,207,251185,104
840094,985,266,761399,104
840095,10661,283,251185,105
840096,55315,4000,761400,105
840097,10681,279,251185,105
840098,2524,639,761399,105
840099,12574,3000,251185,105
840100,10665,389,251185,105
840101,42825,4000,761400,105
840102,7172,260,761408,105
840103,22079,1124,251185,105
840104,10667,324,251185,105
840105,8995,3000,251185,106
840106,64776,4000,761400,106
840107,10664,426,251185,106
840108,20779,1717,251185,106
840109,35415,4000,761400,106
840110,34633,4000,761400,106
840111,10339,3000,251185,106
840112,10659,388,251185,106
840113,40064,4000,761400,106
840114,14819,3000,251185,106
840115,10659,400,251185,107
840116,56649,4000,761400,107
840117,6682,3000,251185,107
840118,17046,2063,251185,107
840119,10668,372,251185,107
840120,11727,3000,251185,107
840121,35728,4000,761400,107
840122,9460,3000,251185,108
840123,43308,4000,761400,108
840124,33636,4000,761400,108
840125,33177,4000,761400,110
840126,29522,4000,761400,110
840127,12581,3000,251185,110
840128,5721,3000,251185,110
840129,55972,4000,761400,110
840130,32350,4000,761400,111
840131,10353,3000,251185,111
840132,40200,4000,761400,111
840133,54177,4000,761400,112
840134,16173,3000,251185,112
840135,54832,4000,761400,112
840136,38556,4000,761400,112
840137,60619,12000,761407,112
840138,15618,3000,251185,113
840139,30124,4000,761400,114
840140,8209,144,761408,114
840141,46912,4000,761400,114
840142,52993,8000,761407,115
840143,16267,2128,251185,115
840144,16884,3000,251185,115
840145,15627,3000,251185,115
840146,2181,386,761399,115
840147,2280,386,761399,115
840148,39826,4000,761400,115
840149,33360,4000,761400,116
840150,61824,4000,761400,116
840151,9553,3000,251185,116
840152,41948,4000,761400,116
840153,56659,4000,761400,116
840154,34148,4000,761400,117
840155,26727,4000,761400,117
840156,23408,3000,251185,117
840157,2266,441,761399,117
840158,7445,42,251185,118
840159,9101,2000,761402,118
840160,42206,4000,761400,118
840161,2603,441,761399,118
840162,7440,56,251185,118
840163,7412,46,251185,119
840164,7548,49,251185,119
840165,7550,52,251185,119
840166,7536,55,251185,119
840167,33917,4000,761400,119
840168,47034,4000,761400,119
840169,7419,56,251185,119
840170,7435,58,251185,119
840171,7554,53,251185,119
840172,7579,57,251185,119
840173,7519,57,251185,119
840174,7454,60,251185,119
840175,8023,61,251185,119
840176,7560,71,251185,119
840177,9194,58,251185,119
840178,7825,71,251185,119
840179,32542,4000,761400,120
840180,7725,77,251185,120
840181,9003,57,251185,120
840182,7666,66,251185,120
840183,9264,71,251185,120
840184,32448,4000,761400,120
840185,8183,56,251185,120
840186,38122,4000,761400,120
840187,7810,96,251185,120
840188,8817,74,251185,121
840189,7692,115,251185,121
840190,2123,529,761399,121
840191,46854,4000,761400,121
840192,41140,4000,761400,121
840193,19088,3000,251185,122
840194,31826,4000,761400,122
840195,58026,8000,761407,122
840196,34100,4000,761400,123
840197,22075,1939,251185,124
840198,43330,4000,761400,124
840199,33614,4000,761400,124
840200,77298,12000,761407,124
840201,30176,4000,761400,124
840202,34497,4000,761400,124
840203,58530,4000,761400,125
840204,2389,371,761399,125
840205,2272,390,761399,125
840206,2116,667,761399,125
840207,53833,3997,761400,125
840208,31338,4000,761400,125
840209,42301,4000,761400,126
840210,2095,414,761399,127
840211,32824,4000,761400,127
840212,2599,424,761399,128
840213,28172,4000,761400,128
840214,2088,423,761399,128
840215,36988,4000,761400,128
840216,9235,2000,761403,129
840217,27366,4000,761400,129
840218,9380,2000,761403,129
840219,35307,4000,761400,129
840220,31836,4000,761400,130
840221,34302,4000,761400,131
840222,27215,4000,761400,131
840223,80494,4000,761400,131
840224,2142,517,761399,131
840225,48622,4000,761400,131
840226,37985,4000,761400,131
840227,27664,4000,761400,131
840228,7848,90,251185,131
840229,9229,2000,761403,132
840230,34456,4000,761400,132
840231,1841,396,761399,132
840232,2332,549,761399,132
840233,31776,4000,761400,133
840234,9241,2000,761403,133
840235,54017,4000,761400,133
840236,30417,4000,761400,133
840237,31341,4000,761400,134
840238,34393,4000,761400,134
840239,31204,4000,761400,134
840240,41970,4000,761400,134
840241,44924,3993,761400,134
840242,1453,436,761399,134
840243,28846,4000,761400,135
840244,27920,4000,761400,135
840245,2095,397,761399,136
840246,1792,483,761399,136
840247,32503,4000,761400,136
840248,51376,4000,761400,136
840249,2495,406,761399,136
840250,7621,1291,761408,136
840251,31759,4000,761400,136
840252,1520,292,761399,137
840253,37442,4000,761400,137
840254,27880,4000,761400,137
840255,1569,343,761399,137
840256,2142,422,761399,137
840257,2104,411,761399,138
840258,31577,4000,761400,138
840259,33546,4000,761400,138
840260,32447,4000,761400,138
840261,1276,233,761399,138
840262,2299,418,761399,138
840263,1011,261,761399,138
840264,2884,456,761399,139
840265,2316,406,761399,139
840266,1793,419,761399,139
840267,2097,451,761399,139
840268,2309,414,761399,139
840269,40908,4000,761400,139
840270,46468,4000,761400,139
840271,1399,270,761399,139
840272,1350,312,761399,139
840273,36478,4000,761400,139
840274,1454,379,761399,139
840275,42848,4000,761400,139
840276,41880,4000,761400,140
840277,2397,465,761399,140
840278,1719,458,761399,140
840279,1535,280,761399,140
840280,1173,297,761399,141
840281,47513,4000,761400,141
840282,2103,383,761399,141
840283,2401,514,761399,141
840284,49640,4000,761400,141
840285,1505,306,761399,141
840286,57365,4000,761400,141
840287,2137,506,761399,141
840288,31741,4000,761400,141
840289,3128,514,761399,141
840290,42037,4000,761400,141
840291,2284,519,761399,141
840292,1561,325,761399,141
840293,24805,4000,761400,141
840294,44081,4000,761400,142
840295,1609,356,761399,142
840296,3149,643,761399,142
840297,26218,4000,761400,142
840298,2337,553,761399,142
840299,1715,373,761399,142
840300,1641,425,761399,142
840301,27470,4000,761400,142
840302,31028,4000,761400,143
840303,2137,537,761399,143
840304,9107,2000,761402,143
840305,1446,367,761399,143
840306,29777,4000,761400,143
840307,1842,449,761399,143
840308,1376,391,761399,143
840309,1512,316,761399,143
840310,2467,452,761399,144
840311,1308,361,761399,144
840312,1628,402,761399,144
840313,1573,386,761399,144
840314,1438,376,761399,144
840315,54358,4000,761400,144
840316,59136,4000,761400,144
840317,49008,4000,761400,145
840318,69171,4000,761400,145
840319,1270,470,761399,145
840320,29425,4000,761400,145
840321,49974,4000,761400,146
840322,2527,453,761399,146
840323,1718,433,761399,146
840324,2469,898,761399,146
840325,1764,464,761399,146
840326,31104,4000,761400,146
840327,33140,4000,761400,146
840328,30928,4000,761400,146
840329,28948,4000,761400,146
840330,1658,458,761399,146
840331,1904,420,761399,146
840332,1579,473,761399,147
840333,32150,4000,761400,147
840334,2050,474,761399,147
840335,40503,4000,761400,147
840336,1696,433,761399,147
840337,31891,4000,761400,148
840338,2463,637,761399,148
840339,92760,4000,761400,148
840340,1181,487,761399,149
840341,1240,526,761399,149
840342,2093,426,761399,149
840343,26193,4000,761400,149
840344,30576,4000,761400,149
840345,2161,578,761399,149
840346,1711,532,761399,149
840347,1484,317,761399,149
840348,32116,4000,761400,149
840349,2317,434,761399,149
840350,7409,46,251185,149
840351,7790,54,251185,150
840352,58477,4000,761400,150
840353,7417,51,251185,150
840354,7403,53,251185,150
840355,7410,47,251185,150
840356,7611,55,251185,150
840357,43385,4000,761400,150
840358,2186,516,761399,150
840359,7437,59,251185,150
840360,7425,53,251185,150
840361,39160,3993,761400,150
840362,33061,4000,761400,150
840363,7408,58,251185,150
840364,7838,67,251185,150
840365,7992,63,251185,150
840366,8210,67,251185,150
840367,1533,349,761399,150
840368,7699,61,251185,150
840369,8459,57,251185,150
840370,1976,545,761399,151
840371,8323,57,251185,151
840372,2099,549,761399,151
840373,7581,74,251185,151
840374,7570,73,251185,151
840375,2205,625,761399,151
840376,8121,71,251185,151
840377,1647,521,761399,151
840378,42098,4000,761400,151
840379,32545,4000,761400,151
840380,1145,281,761399,151
840381,67227,4000,761400,151
840382,7887,91,251185,151
840383,33351,4000,761400,151
840384,2092,548,761399,151
840385,3218,516,761399,152
840386,7683,122,251185,152
840387,32396,4000,761400,152
840388,1410,289,761399,152
840389,3002,699,761399,153
840390,50919,4000,761400,153
840391,38858,4000,761400,154
840392,2135,561,761399,154
840393,2643,426,761399,154
840394,3392,323,761399,154
840395,3387,509,761399,154
840396,1644,396,761399,154
840397,36551,4000,761400,154
840398,3731,366,761399,154
840399,38390,4000,761400,154
840400,2595,456,761399,155
840401,1781,422,761399,155
840402,2198,474,761399,155
840403,43390,4000,761400,156
840404,1693,379,761399,156
840405,29776,4000,761400,156
840406,30357,4000,761400,156
840407,45149,4000,761400,156
840408,24493,4000,761400,156
840409,48506,4000,761400,156
840410,1305,368,761399,156
840411,2105,425,761399,156
840412,55609,4000,761400,157
840413,1855,579,761399,157
840414,71758,4000,761400,157
840415,3780,444,761399,157
840416,46630,4000,761400,157
840417,2113,424,761399,158
840418,39386,4000,761400,158
840419,24662,4000,761400,158
840420,32775,4000,761400,159
840421,35038,4000,761400,159
840422,3657,439,761399,159
840423,2368,594,761399,159
840424,2497,711,761399,159
840425,57464,4000,761400,159
840426,2121,615,761399,160
840427,42728,3996,761400,160
840428,2152,595,761399,160
840429,44077,4000,761400,160
840430,29730,4000,761400,160
840431,38733,4000,761400,160
840432,1516,633,761399,161
840433,39974,4000,761400,161
840434,39125,4000,761400,161
840435,2198,479,761399,162
840436,45884,4000,761400,162
840437,59060,4000,761400,163
840438,30486,4000,761400,163
840439,37860,4000,761400,163
840440,36605,4000,761400,164
840441,2391,72,251185,164
840442,50758,4000,761400,165
840443,2476,507,761399,165
840444,29782,4000,761400,165
840445,28000,4000,761400,165
840446,41728,4000,761400,165
840447,127955,4000,761400,165
840448,1570,227,761399,165
840449,59766,4000,761400,166
840450,54465,4000,761400,166
840451,2202,699,761399,166
840452,1655,752,761399,167
840453,41746,4000,761400,167
840454,41591,4000,761400,167
840455,10835,178,251185,168
840456,36823,4000,761400,168
840457,34327,4000,761400,168
840458,1428,314,761399,168
840459,34255,4000,761400,168
840460,28243,4000,761400,169
840461,29124,4000,761400,169
840462,2391,80,251185,169
840463,28510,4000,761400,169
840464,9281,1999,761402,170
840465,59929,4000,761400,170
840466,33374,4000,761400,170
840467,61041,4000,761400,170
840468,47071,4000,761400,170
840469,36661,4000,761400,170
840470,61690,4000,761400,170
840471,40913,4000,761400,171
840472,26859,4000,761400,172
840473,40892,4000,761400,172
840474,36547,4000,761400,172
840475,1379,479,761399,172
840476,75177,4000,761400,173
840477,44850,4000,761400,173
840478,9930,1426,761408,174
840479,23998,4000,761400,174
840480,29229,4000,761400,174
840481,47523,4000,761400,174
840482,38555,4000,761400,174
840483,30089,4000,761400,175
840484,41990,4000,761400,175
840485,84689,4000,761400,175
840486,29986,4000,761400,176
840487,35328,4000,761400,176
840488,10850,315,251185,177
840489,45842,4000,761400,177
840490,32402,4000,761400,177
840491,45006,4000,761400,178
840492,50688,4000,761400,178
840493,61474,4000,761400,178
840494,43719,4000,761400,178
840495,24173,4000,761400,179
840496,64842,4000,761400,179
840497,25533,4000,761400,179
840498,42954,3997,761400,180
840499,2553,425,761399,180
840500,34884,3991,761400,180
69464,1690,263,944,0
69465,3309,28,257790,0
69466,11666,481,256446,0
69467,350,1,65477,0
69468,359,1,6095,1
69469,29994,71,257422,1
69470,10316,296,257658,1
69471,54491,61,257776,1
69472,4171,13,65477,1
69473,3318,24,6095,1
69474,9386,376,257784,1
69475,11039,283,257698,1
69476,352,1,253049,2
69477,3287,26,253049,2
69478,377,1,257791,2
69479,3337,39,257791,3
69480,359,1,43484,4
69481,3281,34,43484,4
69482,350,1,256446,5
69483,8017,252,257786,5
69484,3310,21,256446,5
69485,24095,354,256485,6
69486,352,1,257792,6
69487,18019,312,257531,6
69488,17657,315,81001,6
69489,3277,23,257792,6
69490,8623,398,191336,7
69491,16255,101,65477,7
69492,9043,47,257791,7
69493,8892,141,253049,8
69494,360,1,257793,8
69495,366,1,257794,8
69496,3348,22,257794,8
69497,3293,24,257793,9
69498,8306,420,257795,9
69499,3934,154,43484,10
69500,23655,488,257783,10
69501,21337,170,257762,10
69502,14838,281,257787,11
69503,351,1,152691,12
69504,354,1,257551,12
69505,11732,600,256446,12
69506,3269,22,152691,12
69507,4141,24,257551,12
69508,356,1,8597,12
69509,9136,308,257788,12
69510,351,1,245449,13
69511,3309,23,8597,13
69512,3315,21,245449,13
69513,3520,26,257772,13
69514,357,3,257796,13
69515,3286,23,257796,13
69516,352,1,257772,14
69517,355,1,6540,14
69518,23817,296,6095,14
69519,12661,345,257777,14
69520,3269,24,6540,14
69521,2236,48,250678,14
69522,350,1,257774,14
69523,357,1,117211,14
69524,3287,25,257774,15
69525,355,1,74639,15
69526,3391,24,74639,15
69527,3990,24,117211,15
69528,31790,295,257790,16
69529,25296,40,257793,16
69530,14740,309,257792,17
69531,364,3,256050,17
69532,355,1,41866,18
69533,349,1,257779,18
69534,4920,21,41866,18
69535,3306,20,257779,18
69536,354,1,257797,19
69537,3279,25,257797,19
69538,354,1,36500,20
69539,3285,22,36500,20
69540,350,1,257205,21
69541,352,1,257798,21
69542,350,1,257799,21
69543,3288,23,257798,21
69544,3278,25,257799,21
69545,5657,32,257205,21
69546,4541,22,257779,22
69547,12629,247,257772,22
69548,363,1,80183,22
69549,4319,6,257800,22
69550,4319,6,257800,22
69551,420,1,257801,22
69552,4983,13,80183,22
69553,4507,6,257802,23
69554,353,1,257737,23
69555,4319,6,257800,23
69556,19793,585,257774,23
69557,356,1,257120,23
69558,3343,73,257801,23
69559,3324,30,257737,23
69560,19993,246,152691,24
69561,363,1,182979,24
69562,18073,34,41866,24
69563,5986,13,257120,24
69564,16665,327,245449,24
69565,16889,23,6540,24
69566,3269,25,256050,24
69567,4201,32,182979,24
69568,352,1,257763,25
69569,3424,72,257803,25
69570,3283,21,257763,25
69571,362,1,257787,25
69572,7562,141,257804,26
69573,3354,30,257787,26
69574,9818,52,257800,26
69575,352,1,257658,27
69576,12221,390,74639,27
69577,350,1,257805,27
69578,352,3,257643,27
69579,3335,24,257658,27
69580,3274,22,257805,27
69581,14589,89,257800,27
69582,3837,23,257643,28
69583,358,1,257806,28
69584,352,1,257781,28
69585,3279,27,257806,28
69586,3831,13,257781,28
69587,20402,321,257794,28
69588,14690,622,117211,28
69589,1295,147,257737,29
69590,26860,70,257800,29
69591,11727,297,257797,30
69592,350,1,119717,30
69593,352,1,126088,30
69594,14022,300,257804,30
69595,10972,295,257807,30
69596,10621,300,257804,30
69597,360,3,257777,30
69598,3287,22,126088,30
69599,353,1,257808,30
69600,3273,21,119717,30
69601,3952,26,257777,31
69602,350,1,152691,31
69603,358,1,257809,31
69604,4315,6,124032,31
69605,3268,27,257808,31
69606,3308,21,257809,31
69607,3328,22,152691,31
69608,11752,421,257799,31
69609,4321,6,136190,31
69610,22918,452,257802,32
69611,20135,522,257802,32
69612,352,1,257810,32
69613,9790,377,36500,32
69614,6181,414,257805,33
69615,41926,58,257801,33
69616,11769,302,257120,33
69617,363,1,257568,33
69618,350,1,257681,34
69619,3273,23,257810,34
69620,10721,51,124032,34
69621,8557,121,257781,34
69622,5284,303,257798,34
69623,4308,13,257681,34
69624,5555,13,257568,34
69625,970,160,257806,34
69626,2625,294,256050,34
69627,8947,349,257763,35
69628,10174,258,257205,35
69629,10985,229,136190,35
69630,10985,254,136190,35
69631,350,1,52758,35
69632,14911,246,257787,35
69633,359,1,76,35
69634,20760,258,182979,36
69635,3326,21,52758,36
69636,9541,168,257658,36
69637,21873,116,80183,36
69638,4755,13,76,36
69639,54614,310,8597,36
69640,367,1,90027,37
69641,357,1,257024,38
69642,3980,34,90027,38
69643,372,1,256397,38
69644,3580,24,257024,38
69645,9292,153,136190,38
69646,357,1,252099,39
69647,351,1,257787,39
69648,3565,21,252099,39
69649,8914,171,136190,39
69650,350,1,257166,39
69651,3855,39,256397,39
69652,3401,21,257787,39
69653,358,1,257811,40
69654,3286,21,257166,40
69655,366,1,257762,40
69656,3273,27,257811,40
69657,19286,284,257812,40
69658,358,1,257813,41
69659,3300,24,257762,41
69660,3294,27,257813,41
69661,387,1,257324,41
69662,3749,41,257324,42
69663,7703,259,126088,42
69664,355,1,256800,43
69665,5411,24,256800,44
69666,358,1,257814,44
69667,18433,350,257802,45
69668,18811,350,257802,45
69669,365,1,257815,45
69670,8226,218,119717,45
69671,3991,13,257815,45
69672,3276,27,257814,45
69673,358,1,255420,46
69674,3352,22,255420,47
69675,12627,391,257777,47
69676,350,1,257816,47
69677,3319,26,257816,47
69678,18586,111,257681,48
69679,8464,544,52758,49
69680,20135,86,257024,49
69681,11043,454,252099,49
69682,358,1,257817,49
69683,3281,27,257817,49
69684,23682,212,257568,49
69685,9848,813,257166,49
69686,23080,211,90027,49
69687,17256,263,152691,50
69688,1150,151,257814,50
69689,8283,296,257810,50
69690,357,1,15730,50
69691,21339,226,257762,50
69692,3281,23,15730,51
69693,352,1,254096,51
69694,3310,21,254096,51
69695,350,1,52758,52
69696,3326,21,52758,52
69697,17921,90,256800,53
69698,359,1,257818,53
69699,11981,440,257787,53
69700,356,1,257754,53
69701,3308,29,257818,54
69702,3290,21,257754,54
69703,953,153,257817,54
69704,354,1,256856,55
69705,353,1,73790,55
69706,5066,36,256856,55
69707,3285,28,73790,55
69708,351,1,1024,56
